Comment,Likes,Comment_EN,Polarity,Sentiment
Mantaplah Fatimah demi keselamatan negeri dan rakyatnya,1,Be strong Fatimah for the safety of the country and its people,0.43333333333333335,Positif
yg ada presiden ngangongangong,1,the one with the president ngangongangong,0.0,Netral
Iya karena dia hanya bicara di studio penyiaran bukan di depan pemimpin negara lain apalagi di depan majelis PBB,0,"Yes, because he only spoke in the broadcast studio, not in front of leaders of other countries, let alone in front of the UN assembly",-0.0625,Negatif
😂😂😂,0,,0.0,Netral
Bohong itu pergi sekolah TDK makan,0,It's a lie that you don't eat when you go to school,0.0,Netral
Piinter ngomong wkwkwk sibuk demo masalah mbg masalah pertamak kopdes ijazah wkwkkw apa lah bangsa ini gimna mau maju lihat bangsa lain sibuk bahas kemajuan teknologi dan energi terbarukan...ini Konoha hadeee,4,Smart talking wkwkwk busy with demonstrations mbg problems first problem kopdes diploma wkwkkw what is this nation how is it going to progress looking at other nations busy discussing technological progress and renewable energy...this is Konoha hadeee,0.10785714285714285,Positif
" @RikiHartawan-p3p kualitas otak bangsa ini mayoritas hanya melihat surface bro, kalau sampai analisis mendalam, masih belum mampu",0,"@RikiHartawan-p3p The majority of this nation's brain quality only looks at the surface bro, if it comes to in-depth analysis, they are still not capable",-0.05,Negatif
belum tentu nanti kalo jadi presiden lupa bisa jual aset negara 🤣,1,It's not certain that if you become president you will forget that you can sell state assets 🤣,-0.10714285714285714,Negatif
"​ @agustrianto8482 ga nyambung, org ngomongi public speaking responnya ntah ke mana",33,"​ @agustrianto8482 can't connect, people talk about public speaking but don't know where the response goes",0.0,Netral
​ @agustrianto8482 buzzer wowo tidak paham konteks 😂,10,​ @agustrianto8482 buzzer wowo don't understand the context 😂,0.0,Netral
​ @agustrianto8482 kalo ngetik sesuai konteks gus,0,"​ @agustrianto8482 if you type according to context, Gus",0.0,Netral
"Maaf banget ya argumen Fatimah Zahra tentang mana yang lebih urgent Infrastruktur atau program makan, saya lebih berpendapat lebih urgent program makan dulu ketimbang infrastruktur program makan ini sifatnya memutar roda ekonomi rakyat, ada pedagang yang dibeli, ada petani yang hasilnya dibeli, ada pekerja dapur ada supir pengantar ada spareparts mobil yang beli dari bengkel itu semua memutar roda  ekonomi yang selama ini lagi mandek alias rakyat sudah tidak punya daya beli. Infrastruktur dengan alasan perbaikan jalan dan jembatan agar anak bisa sekolah memang bagus tapi itu waktunya lama dan manfaatnya juga lebih banyak untuk kalangan menengah atas sedangkan anak anak sekolah umumnya jarak antara sekolah dan rumahnya tidak begitu jauh kecuali ada beberapa di daerah, mohon maaf kita gak bisa fokus ke satu daerah saja tanpa mikirin yang lain.",1,"I'm really sorry for Fatimah Zahra's argument about which is more urgent: Infrastructure or the food program, I think the food program is more urgent first than infrastructure. This food program is about turning the wheels of the people's economy, there are traders who are bought, there are farmers whose produce is bought, there are kitchen workers, there are delivery drivers, there are car spare parts that are bought from repair shops. These all turn the wheels of the economy which has been stagnant, aka the people no longer have purchasing power. Infrastructure with",0.1875,Positif
"lihat beberapa faktanya, pasar sepi, sppg minta pemalsuan nota (harga​ roti diminta dinaikkan gk sesuai realita)",8,"look at some of the facts, the market is quiet, sppg asks for falsification of notes (the price of bread is asked to be increased not according to reality)",0.0,Netral
"​ @Yudha752007 nggak juga bang justru banyak yang manfaatin MBG di daerah saya banyak kok orang yang udah jadi agen tiba-tiba harga telur ama ayam di naikin padahal kemarin"" Harganya gak semahal itu. Kasihan rakyat biasa yang mau beli masa harganya mahal sih",2,"​ @Yudha752007 No, bro, in fact there are a lot of people who use MBG in my area, how come there are a lot of people who have become agents, suddenly the price of eggs and chickens has increased even though yesterday"" The price is not that expensive. It's a pity for ordinary people who want to buy it when the price is expensive.",-0.27,Negatif
 @Yudha752007 fatima itu orangnya oligarki,1,@Yudha752007 Fatima is an oligarch,0.0,Netral
"Para Guru bingung kemana mereka harus mengadu terkait pemotongan anggaran pendidikan, karena institusi seperti TNI, Polri, dan DPR RI juga memiliki dan mengelola dapur SPPG. MenKo Zulhas benarkan adanya pemborosan anggaran MBG Rp1 triliun/bulan karena ada jual beli titik SPPG,  penyaluran MBG tak tepat dan kelebihan titik SPPG. Dan Program MBG membuat guru kehilangan waktu mengajar karena harus mengurusi distribusi, penataan bekal, hingga pencucian wadah makanan🤗",8,"Teachers are confused about where they should complain regarding education budget cuts, because institutions such as the TNI, Polri and DPR RI also own and manage SPPG kitchens. Coordinating Minister Zulhas confirmed that there was a waste of the MBG budget of IDR 1 trillion/month because there was buying and selling of SPPG points, improper distribution of MBG and excess SPPG points. And the MBG Program causes teachers to lose teaching time because they have to take care of distribution, arranging supplies, and even washing food containers🤗",0.07999999999999999,Positif
Ga percaya SM mahasiswa lht THN 98.hingga skrg ini mangkin hancur negara.,2,I can't believe that SM students from 1998 have probably destroyed the country.,0.0,Netral
​ @AdamSiagian-k4r Bukan Mahasiswa tapi Sistemnya😮,0,​ @AdamSiagian-k4r Not the Student but the System😮,0.0,Netral
Mahasiswa yg mana...yg jd budak soross? Nooooo,1,Which student...is Soross' slave? Noooo,0.0,Netral
"Mahasiswa gagal menjadi penyambung lidah rakyat, sebaliknya mereka jadi penyambung lidah mereka2 yang kontra mbg saja. Suara rakyat yang menerima manfaat mbg seolah tidak didengar sama sekali dengan berimbang.

Dear mahasiswa, murnikan kajian agar gerakan kalian tidak dipakai oleh aktor2 politik dari pihak manapun. Dengarkan suara dari kedua kubu, dan kaji dengan dalam untuk memberikan solusi dan kritik  tajam tak terelakkan pada pemerintah. Kembalikkan marwah kalian sebagai penyambung lidah rakyat. Atau suara kalian hanya akan jadi suara sebagian segmen rakyat bernama mahasiswa",1,"Students failed to become the mouthpiece of the people, instead they became the mouthpiece for those who were against MBG. The voices of the people who receive mbg benefits do not seem to be heard at all in a balanced manner.

Dear students, purify your studies so that your movement is not used by political actors from any party. Listen to voices from both camps, and study them deeply to provide solutions and inevitable sharp criticism to the government. Restore your dignity as a mouthpiece for your shelves",-0.125,Negatif
Jaminannya apa??,0,What's the guarantee??,0.0,Netral
Kita tahu proses pemilihan Rektor dari setiap kampus Negri ngak? Lo pikir murni dari jenjang jabatan/kariri akademis si Dosen. Disana banyak kepentingan partai untuk menanamkan orang-orang yg berafiliasi pada politik tertentu. Karena Jabatan Rektor/dosen pada Kampus Negri itu adalah ASN yg penunjukan kannya tidak murni berdasarkan Prestasi.,0,Do we know the process for selecting the Chancellor of each state campus or not? You think purely from the lecturer's academic position/career level. There are many parties' interests in instilling people who are affiliated with certain politics. Because the position of Chancellor/lecturer at the State Campus is an ASN whose appointment is not purely based on achievement.,0.1642857142857143,Positif
Saya dukung,0,I support,0.0,Netral
"11:20 dulu alasannya stunting.. lalu2 bagi2 buat semua.. sekarang alasannya diganti.. 😄

Emang bicara sama munafik itu susah ..ga bisa dipegang. Tapi pembicara yg cerdas harusnya bisa membuka kebusukan perilaku seperti itu.",3,"11:20 first the reason was stunting.. then shared it for everyone.. now the reason has been changed.. 😄

It's true that talking to hypocrites is difficult... you can't hold it. But an intelligent speaker should be able to expose the rotten nature of such behavior.",0.2333333333333333,Positif
"Masyarakat luas akan mendukung mahasiswa, namun hati2 terhadap para penjilat dalam tubuh bangsa ini.",2,"The wider community will support students, but be careful of the sycophants within this nation.",-0.1,Negatif
Mless ah dulu juga bnyk kyk gto...,0,"Mless, there used to be a lot like that...",0.0,Netral
Cuuuiiiiiiih,0,Cuuuiiiiiiih,0.0,Netral
"itu ada bos nya mba , bukan donasi , maha siswa sewaan, bikin rusuh aj, ini lah perangnya indonesia, lagi di adu domba.....asing..",0,"That's the boss, sis, not a donation, you're a hired student, just causing chaos, this is Indonesia's war, it's being pitted against each other... foreigners...",-0.125,Negatif
Tpi mahasiswa nya jujur ygvdemo kebanyakan fomo sebenarnya lebih penting untuk demo perampasan aset dan ganti ketua DPR,0,"But the honest students who are demonstrating are mostly fomo, actually it is more important to demonstrate to confiscate assets and replace the chairman of the DPR",0.5,Positif
"saya yakin demo ini , hanya bikin   rusuh masarakat, pasti mahasewa",4,"I'm sure this demonstration will only cause chaos in the community, it will definitely be a crowd",0.16666666666666666,Positif
"​ @Surur-x9t7c  mereka bayar ukt juga mampu, ngapain harus disewa kocak, mikir lah buzzer wowo",5,"​ @Surur-x9t7c  they pay ukt so they can afford it, why do they have to rent it's hilarious, think about it buzzer wowo",0.5,Positif
"Maaf banget ya argumen Fatimah Zahra tentang mana yang lebih urgent Infrastruktur atau program makan, saya lebih berpendapat lebih urgent program makan dulu ketimbang infrastruktur program makan ini sifatnya memutar roda ekonomi rakyat, ada pedagang yang dibeli, ada petani yang hasilnya dibeli, ada pekerja dapur ada supir pengantar ada spareparts mobil yang beli dari bengkel itu semua memutar roda  ekonomi yang selama ini lagi mandek alias rakyat sudah tidak punya daya beli. Infrastruktur dengan alasan perbaikan jalan dan jembatan agar anak bisa sekolah memang bagus tapi itu waktunya lama dan manfaatnya juga lebih banyak untuk kalangan menengah atas sedangkan anak anak sekolah umumnya jarak antara sekolah dan rumahnya tidak begitu jauh kecuali ada beberapa di daerah, mohon maaf kita gak bisa fokus ke satu daerah saja tanpa mikirin yang lain.",0,"I'm really sorry for Fatimah Zahra's argument about which is more urgent: Infrastructure or the food program, I think the food program is more urgent first than infrastructure. This food program is about turning the wheels of the people's economy, there are traders who are bought, there are farmers whose produce is bought, there are kitchen workers, there are delivery drivers, there are car spare parts that are bought from repair shops. These all turn the wheels of the economy which has been stagnant, aka the people no longer have purchasing power. Infrastructure with",0.1875,Positif
Iya ini fakta pasar sepi,18,"Yes, this is a fact that the market is quiet",0.0,Netral
​​​ @abdulrahim-ku6mx bukan gara gara Prabowo tapi Jokowi sejak jaman Jokowi Pakdemu,2,​​​ @abdulrahim-ku6mx not because of Prabowo but Jokowi since the time of Jokowi Pakdemu,0.0,Netral
"Di daerah asalku, petani panennya di drop mbg. Yg orang pasar kulakan sdh gk kebagian. Alhasil ada tapi mahal banget. 
Sejak adanya mbg sayur an, komoditas pertanian jadi mahal banget. Petani ya suka aja, panennya diborong semua dia gk sush jual ke pasar yg kadang gk laku",7,"In my hometown, farmers drop mbg. I can't get the ones that the market people sell. The result is there but it is very expensive. 
Since the introduction of vegetables, agricultural commodities have become very expensive. Farmers just like it, they buy up all their harvest, they don't have to bother selling it at the market, which sometimes doesn't sell",-0.65,Negatif
" @SurabayaJaya-y8n  bagus dong, petani gak kenak tengkulak, harga gak bisa dimainin, langsung menuju dapur dan disantap anak anak, kan gak semua anak anak- bapaknya pedagang, kalo bapaknya pedagang semua sih ya merugikan anak. kalo gak semua ya, adil dong gak ada monopoli",2,"@SurabayaJaya-y8n  that's good, farmers don't have to worry about middlemen, prices can't be manipulated, they go straight to the kitchen and are eaten by the children, not all children have fathers who are traders, if the father is a trader everything is detrimental to the children. If not all of them, it's fair, there's no monopoly",0.5333333333333333,Positif
Suruh main kepasar ka😂,4,Tell me to play at the market 😂,0.0,Netral
"​ @iyam7504 seluruh kebutuhan hidup presiden di tanggung negara dari uang pajak, sekalipun telor minyak sayur harga 1 triliun, dia presiden tidak akan merasakan dampaknya",1,"​ @iyam7504 all of the president's living needs are borne by the state from tax money, even if the price of vegetable oil eggs is 1 trillion, the president will not feel the impact",0.0,Netral
Kurang pinter emang ! Ga cm itu umkm yg jualan di kantin2 sekolah ikut tersingkirkan oleh dapur “politisi”,3,"Not very clever indeed! Not only that, small-scale people who sell in school canteens are being pushed aside by ""politicians"" kitchens.",-0.04006410256410256,Negatif
Masyarakat jangan terpengaruh karena kelompok yg ga suka pemerintah karena aspirasi ada tempatnya jangan terulang seperti 98 karena mereka yg ga kebagian tempat di negara ini ingin negara ini kacau kalo negara ini ga lurus ayo kita bikin lurus dengan cara yg benar dan elegan buat mahasiswa jangan gampang terprovokasi kalian lah..calon pemimpin maka bijaklah dalam melihat sesuatu,2,"Society should not be influenced by groups that don't like the government, because aspirations have a place, don't repeat things like 98 because those who don't have a place in this country want this country to be chaotic. If this country is not straight, let's make it straight in the right and elegant way for students, don't be easily provoked, you guys...future leaders, be wise in seeing things",0.3365079365079365,Positif
"​ @Suharno17 ada bara ada api , presiden pimpin negara bukan hanya ingin berstatus presiden,oke gass oke gass telor busuk loe",1,"​ @Suharno17 there are embers and there is fire, the president leads the country, he doesn't just want to have the status of president, okay gass okay gass your rotten egg",0.5,Positif
"Eh ini jujur betul banget, gak ada perputaran ekonomi semenjak ada mbg, malah Ibu2 senang belanja kalau mbg lagi libur karna bahan2 di pasar murah, tapi pas mbg jalan lagi, bahan2 dipasar jadi mahal lagi😢 asli sih mbg ini gak ada gunannya",2,"Eh, this is really honest, there has been no economic turnaround since mbg existed, in fact mothers like to shop when mbg is on holiday because the ingredients in the market are cheap, but when mbg travels again, the ingredients in the market become expensive again😢 the truth is, mbg, there's no point in this",0.1,Positif
"Sepi apanya? Hubungannya apa mbg dengan sepi? Toh mbg belanja bukan dipasar, dan yang makan mbg juga cuma satu kali, masa iya mempengaruhi pasar sepi🤣🤣",1,"How quiet is it? What does it have to do with silence? After all, mbg doesn't shop at the market, and only eats mbg once, so that's why the market is quiet🤣🤣",0.0,Netral
"​ @RusliMuhyidin bapak ini, ga tahu hukum ekonomi ya, ketika bahan pokok diborong MBG Maka kesediaan bahan di pasar kurang, mendorong harga.jadi.mahal....jangn jadi pencuci pemerintah bang",12,"​ @RusliMuhyidin this gentleman, doesn't know the laws of economics, when basic materials are bought up by MBG then the availability of materials on the market is less, pushing up prices. So. expensive.... don't be a launderer for the government, bro.",-0.2222222222222222,Negatif
 @RusliMuhyidin  MBG beli langsung ke tengkulak. produsen over demand = harga naik. belajar ekonomi supply - demand bang,6,@RusliMuhyidin  MBG buys directly from middlemen. producers over demand = prices rise. learn supply-demand economics bro,0.1,Positif
"​ @RusliMuhyidin sedikit cerita ni bang dari ibuk saya pedagang dipasar, ibu saya kerap kali mengeluh barang di tengkulak kerap kali habis/sedikit karena sppg ikutan belanja bahan di tengkulak. Misalkan biasanya bisa ambil cabai 15kg dapanya cuma 3-5kg itu juga berdampak pada pasar bang dimana jika bahan baku pasar sedikit pengaruh pula sama penghasilan dan pasar yang sepi karena kelangkaan bahan baku di pasar. Sekarang mau jualan apa kalau di pasar tidak ada barang mau beli apa kalau pasar tidak ada barang. Dan itu yang merasakan  tidak cuma ibu saya tapi pedagang lainya juga terutama bahan pangan.",2,"​ @RusliMuhyidin This is a little story from my mother, a market trader, my mother often complains that the goods at the middleman are often out of stock/in short supply because SPPG also buys materials from the middleman. For example, if you can usually take 15kg of chili, you can only get 3-5kg, this also has an impact on the market, where if the raw materials on the market are small, it will also affect income and the market will be quiet due to the scarcity of raw materials in the market. Now, what do you want to sell if there are no goods in the market? What will you buy if there is no market?",-0.14155982905982908,Negatif
Hahahahahag ini lo buktinya udah ada huuuu mantabb bang,1,"Hahahahahag, the proof is there, huuuu, that's great, bro",0.8,Positif
Betul karena banyak kebutuhan barang pasti harga naik. Makin menjerit lah warga. Mafia semua ini.,1,"It's true that because there is a lot of demand for goods, prices will definitely rise. The people screamed even more. Mafia all this.",0.2833333333333333,Positif
"Emang tujuannya itu,, menyerap hasil pertanian dan peternakan,, umkm lah pokoknya.. Adapun pedagang sampai kelangkaan stock, itu peluang untuk petani untuk meningkatkan produktivitas ,, disisi lain jadi suplier sppg, disisi lain juga jual kepasar,, kalau dibilang pasar sepi, berarti ngga ada kelangkaan barang,, sepi itu jika pembeli sedikit tapi barang banyak melimpah,, jika pembeli banyak dan barang sedikit, pasar rame.",0,"That's the goal, to absorb agricultural and livestock products, SMEs are the main thing... As for traders and stock shortages, that's an opportunity for farmers to increase productivity... On the other hand, become a supplier of SPPG, on the other hand, also sell to the market. If you say the market is quiet, it means there is no shortage of goods. It's quiet if there are few buyers but there is an abundance of goods. If there are lots of buyers and few goods, the market is busy.",-0.04791666666666666,Negatif
" @kanayama90  sayur ya tetap harganya perikat dan melimpah dipasar, tempe,tahu, telur ya ada, malah sepi pembelinya. memangnya dia ke pasar siang kali jam 12 waktu tutup",0,"@kanayama90  Yes, vegetables are still priced per bundle and are abundant in the market, tempeh, tofu, eggs are available, but there are few buyers. In fact, he goes to the market in the afternoon at 12 o'clock when it closes",0.26666666666666666,Positif
"Kata siapa pasar sepi??
Kata siapa SPPG membeli dengan harga tinggi??
Pdahal di daerah saya yang tambah mahal hanya beras. Cabe, bawang, telur, ayam, daging, ikan harga masih normal, naik turun y pling 1 sampai 2 ribu. Kyanya kamu yang gk pernah belanja ke psar deh",0,"Who said the market is quiet??
Who said SPPG bought at a high price??
Even though in my area the only thing that is increasingly expensive is rice. Chilli, onions, eggs, chicken, meat and fish prices are still normal, fluctuating from 1 to 2 thousand. Looks like you've never shopped at the market",-0.13166666666666665,Negatif
​ @EkirizkiyaniEres udah nyicil apa aja selama kerja di sppg?,0,​ @EkirizkiyaniEres what have you paid in installments while working at SPPG?,0.0,Netral
Dia sedang membodohi publik,0,He is fooling the public,0.0,Netral
"Berarti petani di daerahmu sedikit. 
 Kami di sulawesi tengah tdk ada yg bgitu, harga naik atau barang yg mau di jual tdk tersedia krn habis di borong sppg. Itu krn petani di sini banyak sehingga tdk berkekurangan bahkan sangat melimpah dan satu lagi harga tetap stabil.",0,"This means there are few farmers in your area. 
 We don't have anything like that in Central Sulawesi, prices have gone up or the goods we want to sell are not available because they are sold out at SPPG. That's because there are so many farmers here that there's no shortage, in fact there's a lot of it, and what's more, prices remain stable.",0.12,Positif
mereka menutup mata,0,they close their eyes,0.0,Netral
JUSTRU SEPI PEMBELI KARENA SEJAK PEMERINTAHAN JOKOWI EKONOMI TIDAK JALAN ALIAS MANDEG SEHINGGA DAYA BELI RAKYAT MENURUN.,0,"IN ACCURATELY, THERE ARE LOW BUYERS BECAUSE SINCE THE JOKOWI GOVERNMENT THE ECONOMY IS NOT GOING, AKA STANDLING SO THE PEOPLE'S PURCHASING POWER IS DECLINED.",0.20000000000000004,Positif
 @Yudha752007  ya makanya kan skrg kelanjutan jokowi,0,"@Yudha752007  Yes, that's why it's Jokowi's continuation now",0.0,Netral
ia bkn buat penjual yg udh ada tp kluarga sndri yg berbisnis,0,"It's not for existing sellers, but for their own family who are doing business",0.6,Positif
Semenjak ada online pasar semakin sepi,0,"Since going online, the market has become quieter",0.0,Netral
Yg dari Gerindra levelnya msh dibawah Fatimah dari bicara statementnya,0,The one from Gerindra is still below Fatimah's level based on her statement,0.0,Netral
​ @Assyifa-v5l SETUJUUU,0,​ @Assyifa-v5l AGREE,0.0,Netral
Benar.. Pedagang buah di kotaku mengeluh.. Harga kelengkeng naik 2 kali lipat akhirnya sepi pembeli,0,That's right.. Fruit traders in my city are complaining.. The price of longan has doubled and finally there are no buyers,0.14285714285714285,Positif
Biasanya sppg justru mncari harga murah bukan harga tinggi.maka dari itu dapur sppg sering beli barang ditempat tangan pertama Krn mau harga yg lebih murah agar cukup biaya nya.jika dikatakan dapur membli  barang yg mahal dn harga tinggi tidak mungkin Krn sppg sebisa mungkin mencari harga yang murah dengan kualitas yg bagus.jika kamu katakan SpgG membeli barang dengan harga tinggi maka banyak dapur yang putar otak untuk mencukupi biaya yg SDH disedia kn dengan terbatas.,8,"Usually sppg actually looks for cheap prices, not high prices. That's why sppg kitchens often buy goods first hand because they want cheaper prices to cover the costs. if you say kitchens buy expensive goods at high prices, it's impossible because spgg tries to look for cheap prices with good quality as much as possible. if you say spgg buys goods at high prices, then many kitchens are racking their brains to meet the limited costs that SDH provides.",0.06012698412698413,Positif
"​ @fauzanlaila5524  Justru karena SPPG borong langsung dalam skala besar di tangan pertama, pasokan barang buat pedagang pasar tradisional jadi langka. Hukum ekonomi dasar: barang langka = harga kulakan naik. Jadi maksudnya @endanksoekamti5577 itu bukan SPPG sengaja beli mahal, tapi efek borongnya SPPG yang kamu jelasin itu bikin harga di pasar naik alias mahal & mencekik pedagang kecil",1,"​ @fauzanlaila5524  Precisely because SPPG wholesales directly on a large scale first hand, the supply of goods for traditional market traders has become scarce. Basic economic law: scarce goods = rising wholesale prices. So what @endanksoekamti5577 means is not that SPPG deliberately buys expensively, but the wholesale effect of SPPG that you explain is that it makes prices in the market rise, aka expensive & strangles small traders.",-0.020634920634920634,Negatif
" @fauzanlaila5524  gak riset dia ,langsung darderdor sentimen🤣",0,"@fauzanlaila5524  didn't research him, just got straight to the sentiment🤣",0.2,Positif
Nama putrinya Nabi,5,The name of his daughter is the Prophet,0.0,Netral
"Maaf banget ya argumen Fatimah Zahra tentang mana yang lebih urgent Infrastruktur atau program makan, saya lebih berpendapat lebih urgent program makan dulu ketimbang infrastruktur program makan ini sifatnya memutar roda ekonomi rakyat, ada pedagang yang dibeli, ada petani yang hasilnya dibeli, ada pekerja dapur ada supir pengantar ada spareparts mobil yang beli dari bengkel itu semua memutar roda  ekonomi yang selama ini lagi mandek alias rakyat sudah tidak punya daya beli. Infrastruktur dengan alasan perbaikan jalan dan jembatan agar anak bisa sekolah memang bagus tapi itu waktunya lama dan manfaatnya juga lebih banyak untuk kalangan menengah atas sedangkan anak anak sekolah umumnya jarak antara sekolah dan rumahnya tidak begitu jauh kecuali ada beberapa di daerah, mohon maaf kita gak bisa fokus ke satu daerah saja tanpa mikirin yang lain.",0,"I'm really sorry for Fatimah Zahra's argument about which is more urgent: Infrastructure or the food program, I think the food program is more urgent first than infrastructure. This food program is about turning the wheels of the people's economy, there are traders who are bought, there are farmers whose produce is bought, there are kitchen workers, there are delivery drivers, there are car spare parts that are bought from repair shops. These all turn the wheels of the economy which has been stagnant, aka the people no longer have purchasing power. Infrastructure with",0.1875,Positif
​ @Yudha752007 kamu dibayar berapa kak buat nulis komennya?,34,​ @Yudha752007 how much do you get paid for writing comments?,0.2,Positif
 @Yudha752007  bro berpikir sangat dangkal,8,@Yudha752007  bro thinks very shallow,-0.43333333333333335,Negatif
​ @Yudha752007 komenan pegawai SPPG😂😂,2,​ @Yudha752007 SPPG employee comment😂😂,0.0,Netral
Banyak banget santri di cabulin kyai.,0,Many students are sexually assaulted by clerics.,0.5,Positif
​ @Glowingwand3078 ini kenapa om? Apa hubungannya ini?,16,​ @Glowingwand3078 why is this uncle? What does this have to do with anything?,0.0,Netral
​ @Glowingwand3078  Ini apa woi ga nyambung 😭,3,"​ @Glowingwand3078  What is this, wow, it doesn't connect 😭",0.1,Positif
"​ @Glowingwand3078  inget perkataan ku ya, wanita yang berhijab itu TIDAK SEMUANYA SANTRI berhijab itu karena KEWAJIBAN.


Argumen lu ga nyambung dengan yang di vidio atau di komentar.",1,"​ @Glowingwand3078  remember what I said, NOT ALL STUDENTS who wear the hijab wear the hijab because of OBLIGATION.


Your argument doesn't relate to what's in the video or comments.",0.0,Netral
itu sudah didesain sejak semula,11,it was designed from the beginning,0.0,Netral
​ @datura_fructus aduh kalau yg ngomong orang2 gerendra semua ikan tapi kenyatak nya telekkk semua,3,​ @datura_fructus oh when people say they catch all the fish but in reality they are all telekk,0.0,Netral
Semua dirangkul sang  CEO dalam bentuk dapur😂😂,8,Everything is embraced by the CEO in the form of a kitchen😂😂,0.0,Netral
 @agustinussibarani6588  seluruh partai juga sdh di sandera lagi lewat mbg,5,@agustinussibarani6588  the entire party has also been held hostage again via mbg,0.0,Netral
MBG bukan harus di perbaiki  tapi harus di SETOP .,8,"MBG doesn't have to be repaired, it has to be STOPPED.",0.0,Netral
​ @YasalunaAdi kamu tidak peduli orang miskin yang membutuhkan MBG,0,​ @YasalunaAdi you don't care about poor people who need MBG,-0.4,Negatif
